text,label
"I feel like my body is betraying me, so I’ll never be healthy again.",Emotional Reasoning
"I got a B on that test, which just proves I’m not cut out for this major.",Labeling
"My coworker’s parent died from a fall, so I’m convinced every time I trip is a sign I’m going to break a hip.",Availability Heuristic
"Every time I try to start a new habit, something gets in the way. It’s like the universe doesn’t want me to change.",Confirmation Bias
"I coughed once today, so I probably have some rare terminal illness.",Catastrophizing
"He didn’t offer to pay for dinner, so he’s cheap.",Labeling
This cough will go away on its own; it’s probably just allergies.,Optimism Bias
"I have a small cut; it’s going to get infected, and I’ll lose my finger.",Catastrophizing
"The first time I tried meditation, I couldn’t focus, so I gave up on it entirely, even though I know it takes practice.",Anchoring Bias
"I was happy with my old skincare routine, but after seeing how many people swear by this new serum, I added it to my cart.",Bandwagon Effect
"I don’t like the new coffee shop everyone’s going to, but since my friends won’t stop talking about it, I agreed to meet them there.",Bandwagon Effect
"I’ve been trying to learn this instrument for years, so I should keep going, even if I’m not improving.",Sunk Cost Fallacy
"I’ve already put so much effort into this diet, I can’t just give up now, even if I’m not seeing results.",Sunk Cost Fallacy
"I don’t like the new fashion trend, but since I’ve seen it everywhere from the mall to Instagram, I bought a piece to see if it suits me.",Bandwagon Effect
"I had one bad experience with a gym, so I’ll never join another one.",Overgeneralization
"I wasn’t sure about the new project at work, but after the meeting, everyone seemed excited, so I just nodded along and said I was in.",Bandwagon Effect
My date looked at their phone during dinner. They’re not into me at all.,Jumping to Conclusions
I texted my boss about the project update and she hasn’t responded in two hours. She’s definitely mad at me for missing that deadline last week.,Jumping to Conclusions
"My kid got a bad grade on one test, so they’re failing school.",Overgeneralization
"I have this nagging feeling that my boss is disappointed in me, even though she hasn’t said anything.",Emotional Reasoning
The flight will be smooth; turbulence is rare and never dangerous.,Optimism Bias
"My car broke down, and it’s my fault for not getting it serviced sooner—even though the mechanic said it was a manufacturing issue.",Personalization
I ate one cookie and ruined my diet—might as well give up entirely.,Black-or-White Thinking
"He didn’t ask me how my day was, so he must not care about me.",Black-or-White Thinking
"I’ve been using this makeup brand for years, so I should keep buying it, even if I don’t like the new formula.",Sunk Cost Fallacy
"I’ve already spent half my savings on this business idea, so I have to see it through, even if it’s failing.",Sunk Cost Fallacy
"If I don’t get this right, everyone will think I’m incompetent.",Black-or-White Thinking
I either have a perfect savings plan or I’m just terrible with money.,Black-or-White Thinking
I forgot to bring a dish to the potluck. Everyone thinks I’m selfish now.,Jumping to Conclusions
"He didn’t compliment my outfit, so now I know I look terrible.",Black-or-White Thinking
"My coworker got a raise, and I didn’t. It’s because I haven’t been pulling my weight, even though we do the same job.",Personalization
I either have a flawless skincare routine or I’m just destined to have bad skin forever.,Black-or-White Thinking
I can’t believe I’m still at this dead-end job. I should’ve left years ago.,Should Statements
"I saw a post about someone getting hacked through their smart home devices, so I’m unplugging all of mine—even the thermostat.",Availability Heuristic
"The recipe didn’t turn out. I must have messed up a step, even though the instructions were unclear.",Personalization
"I didn’t get the award. It’s because I didn’t put in enough effort, even though others had more experience.",Personalization
"My boss’s first impression of me was rough, so now every small mistake feels like confirmation that I’m not cut out for this job.",Anchoring Bias
"The first time I went to a concert, it was a big-name artist, so now I feel like smaller shows are a waste of money, even if I’d enjoy them more.",Anchoring Bias
"If I don’t get this recipe right, my family will think I can’t cook at all.",Black-or-White Thinking
"My therapist says I’m too hard on myself, but I know my standards are just higher than most people’s.",Confirmation Bias
"I read about a family who lost everything in a tornado, so I’m building a storm shelter—even if it’s not in our budget.",Availability Heuristic
"I read that blog about how to be more productive, but none of those tips work for me. I just don’t have that kind of discipline.",Confirmation Bias
"My partner says I’m too pessimistic, but I’ve been through enough to know things rarely work out.",Confirmation Bias
"I should be able to run a 5K by now, but I can’t even jog for five minutes without stopping.",Should Statements
"My friend didn’t laugh at my joke, so they must think I’m not funny.",Overgeneralization
My friend canceled our plans last minute. I bet they’re avoiding me because I’m boring.,Personalization
"My first job out of college paid $45k, so now every time I look at salaries, anything under $50k feels like a step down, even if it’s actually competitive.",Anchoring Bias
"I don’t need to rehearse my presentation—I’ve done this a million times, it’ll be fine.",Optimism Bias
"I saw a TikTok about someone’s car getting stolen from a parking lot, so I’m now parking three blocks away just to be safe.",Availability Heuristic
I tried making a budget and overspent. I’m just bad with money.,Overgeneralization
"My first landlord was unresponsive, so now I assume all landlords will be the same, even if they seem attentive.",Anchoring Bias
"I didn’t get the promotion, and it’s all because I didn’t network enough—even though the role was filled internally.",Personalization
"The first time I tried a new restaurant, the service was slow, so now I avoid it, even though I’ve heard it’s gotten better.",Anchoring Bias
"I didn’t get a follow back, so they must not like me.",Overgeneralization
I got the speaking gig because I’m an expert in my field. They didn’t invite me back because the audience was too dumb to appreciate me.,Self-Serving Bias
I got the award because my work is outstanding. They gave it to someone else because they needed to fill a quota.,Self-Serving Bias
My cooking is always a hit because I’m a great chef. The dish failed last night because the ingredients were bad.,Self-Serving Bias
I forgot my friend’s anniversary—now they’ll never trust me again.,Labeling
"I feel like everyone at the party is judging me, so I should just leave.",Emotional Reasoning
My friend is quieter than usual. They’re obviously upset with me about something.,Jumping to Conclusions
"I should be able to keep my house spotless, but I always let things pile up.",Should Statements
I’m always on time because I’m organized. I was late today because the bus was delayed.,Self-Serving Bias
"I’ve been passed over for promotions twice now. They’re clearly favoring the younger employees, no matter what HR says.",Confirmation Bias
"Every time I wear this shirt, something good happens. It’s definitely my lucky shirt, no question.",Confirmation Bias
I got the lead role in the play because I’m the most talented actor in the cast. I didn’t get the callback for the movie because the director has no taste.,Self-Serving Bias
"I don’t feel like my work is good enough, so my boss is probably thinking about firing me.",Emotional Reasoning
My friend is late to our lunch date. They’re blowing me off.,Jumping to Conclusions
I didn’t get a reply to my question. They’re avoiding me.,Jumping to Conclusions
This scratch on my car isn’t worth filing an insurance claim over.,Optimism Bias
"I ate one cookie, and now my diet is ruined forever.",Labeling
She didn’t like my gift—she must think I have terrible taste and doesn’t want to be friends.,Catastrophizing
"I’ve already spent so much on this car, I can’t just sell it now, even if it’s a money pit.",Sunk Cost Fallacy
I have a pimple. Everyone is going to notice and think I’m ugly.,Jumping to Conclusions
I applied for that promotion and haven’t heard back. They must think I’m not qualified at all.,Jumping to Conclusions
I can’t believe I’m still in debt. I should’ve paid off my credit cards years ago.,Should Statements
"I’ve been waiting for this sale for weeks, so I have to buy something, even if I don’t need it.",Sunk Cost Fallacy
"The news keeps saying the economy is improving, but my bills are higher than ever. They’re just trying to make us feel better.",Confirmation Bias
"I feel like I’m always the one who gets left out, so it’s probably true.",Emotional Reasoning
"My neighbor says the new development will be good for property values, but I’ve seen what happens to neighborhoods like ours—gentrification ruins everything.",Confirmation Bias
I should’ve known this relationship wouldn’t last. I always pick the wrong people.,Should Statements
"I didn’t finish my to-do list; my productivity is shot, and I’ll never succeed.",Catastrophizing
"I’ve never been into yoga, but my entire Instagram feed is full of people doing it, so I signed up for a class to see what the fuss is about.",Bandwagon Effect
I’ll start therapy after this busy season at work; it’s not urgent.,Optimism Bias
"My coworker’s marriage ended because of financial stress, so I’m convinced my partner and I are doomed if we don’t make more money.",Availability Heuristic
"I’ve been using this shampoo for months, so I should keep buying it, even if my hair isn’t better.",Sunk Cost Fallacy
"I shouldn’t feel this insecure. I have a great life, so I should just be happy.",Should Statements
She’s just being dramatic; the relationship isn’t that bad.,Optimism Bias
"I’ve already spent so much time on this book, I can’t just stop reading it now, even if it’s boring.",Sunk Cost Fallacy
She didn’t hold the door for me—she must think I’m not worth the effort.,Catastrophizing
"I forgot to charge my laptop; the battery will die during my presentation, and I’ll humiliate myself.",Catastrophizing
I either have a perfect credit score or I’m financially irresponsible.,Black-or-White Thinking
"I’ve been using this skincare product for months, so I should keep using it, even if it’s not working.",Sunk Cost Fallacy
I have a headache. It’s definitely a brain tumor.,Jumping to Conclusions
I got the award because my work is exceptional. They gave it to someone else this year because they needed to fill a quota.,Self-Serving Bias
"I don’t feel like I’m making a difference at work, so I must be useless.",Emotional Reasoning
I forgot to buy milk—my spouse is going to be furious and divorce me over this.,Catastrophizing
I tripped in public. Everyone saw and must think I’m clumsy or awkward now.,Personalization
My friend posted a picture with someone else. They’ve replaced me already.,Jumping to Conclusions
This headache will pass; it’s not like I have a brain tumor or anything.,Optimism Bias
"My coworker got a raise and I didn’t, so I’m clearly not valued here.",Overgeneralization
"He didn’t say good morning to me, so he must be mad at me for something.",Black-or-White Thinking
"My friend’s parent died from a heart attack, so I’m convinced every chest pain is a sign I’m next.",Availability Heuristic
"My first manager was super critical, so now even constructive feedback from my current boss makes me defensive.",Anchoring Bias
"I woke up feeling hopeless, so today is going to be a waste.",Emotional Reasoning
One bad haircut and now I look awful no matter what I do.,Black-or-White Thinking
"I saw a vacation package for $2,500 first, so now anything under $2,000 feels like a bargain, even if it’s not the best fit.",Anchoring Bias
"He didn’t like my post—no one likes me, and I’ll never have real friends.",Catastrophizing
"I don’t feel like my partner trusts me, so the relationship is doomed.",Emotional Reasoning
I got the job because I’m the most qualified candidate. They hired someone else because HR has a diversity quota to fill.,Self-Serving Bias
"I saw a laptop for $1,200 first, so now anything under $1,000 feels like a steal, even if it’s not the best model for my needs.",Anchoring Bias
She didn’t laugh at my story—she thinks I’m not interesting and will stop hanging out with me.,Catastrophizing
"She didn’t respond to my email, so she must think I’m an idiot.",Black-or-White Thinking
The party was awkward because I didn’t mingle enough. Everyone probably noticed how socially inept I am.,Personalization
I either have a perfect diet or I’m just going to be unhealthy forever.,Black-or-White Thinking
"I didn’t get invited to that party, which means no one actually likes me.",Overgeneralization
"She’s probably just busy, not ignoring my texts on purpose.",Optimism Bias
"I feel like my friends are only tolerating me, so I should just leave them alone.",Emotional Reasoning
I didn’t win the game—my friends will think I’m bad and won’t invite me next time.,Catastrophizing
"I knew my boss was out to get me—every meeting this week he’s found something to criticize, just like I thought.",Confirmation Bias
"I heard about a family who lost everything in a hurricane, so I’m moving inland—even if it means leaving my dream home.",Availability Heuristic
"My cousin keeps posting about her new keto diet, and now all my friends are doing it. Maybe I should try it too, even though I don’t really get the hype.",Bandwagon Effect
"My friend’s marriage fell apart after they had kids, so I’m convinced having a baby will ruin my relationship too.",Availability Heuristic
I didn’t finish the project on time—now my boss will fire me.,Labeling
"I’ve already spent so much on this vacation, I can’t just cancel it now, even if I don’t feel like going.",Sunk Cost Fallacy
I burned the toast this morning. I’m such a failure in the kitchen.,Overgeneralization
"I don’t feel like my partner finds me attractive anymore, so the spark is gone.",Emotional Reasoning
I’m always the one who mediates conflicts because I’m level-headed. I snapped at my friend because she was being unreasonable.,Self-Serving Bias
"She didn’t agree with my opinion, so she must think I’m stupid.",Black-or-White Thinking
I didn’t get the highest score—my parents will be disappointed and think I’m a failure.,Catastrophizing
My friend is dating someone new. They must not value our friendship anymore.,Personalization
"Of course I aced that presentation—I’ve always been a natural at public speaking. The client didn’t sign because the budget got slashed last minute, not because of anything I did.",Self-Serving Bias
"I read that book about happiness, but it’s all just common sense. People who need that advice are the problem.",Confirmation Bias
The company’s layoffs had to be my fault—I should’ve worked longer hours or taken on more tasks.,Personalization
"I feel like my health is declining, even though my doctor says I’m fine.",Emotional Reasoning
I can’t believe I’m still single. I should’ve found someone by now—what’s wrong with me?,Should Statements
"I don’t think the new social media platform is necessary, but since all my friends are migrating there, I made an account just to follow along.",Bandwagon Effect
"I forgot to water my plant, and now it’s dead. I’m terrible at keeping anything alive.",Overgeneralization
I got the loan because I’m financially responsible. The bank denied me the next time because they’re discriminatory.,Self-Serving Bias
"I saw a car insurance quote for $200 first, so now anything over $150 feels like a rip-off, even if it’s better coverage.",Anchoring Bias
"The event was a flop. If I had just planned better, it would’ve been a success.",Personalization
My sister didn’t text me back all day. I must have done something to upset her.,Personalization
I burned the toast this morning—why do I even try to cook?,Labeling
"I don’t feel like my efforts matter, so I might as well give up.",Emotional Reasoning
"I don’t like the taste of oat milk, but since it’s in every coffee shop and my friends won’t stop talking about it, I’ve been forcing myself to drink it.",Bandwagon Effect
I shouldn’t feel this tired after a short walk. What’s wrong with me?,Should Statements
My partner left their phone at home. They’re obviously hiding something from me.,Jumping to Conclusions
I shouldn’t have spent so much on that shirt. Now I’ll have to cut back on groceries this week.,Should Statements
I can’t believe I’m still single at my age. I should’ve settled down by now.,Should Statements
"My friend says I’m too judgmental, but I can spot a fake from a mile away. It’s a gift.",Confirmation Bias
I shouldn’t feel this overwhelmed. Other people have way more on their plate and handle it fine.,Should Statements
"I made one mistake at work, and now my boss probably thinks I’m incompetent.",Labeling
My coworker didn’t say goodbye when they left. They must be angry with me.,Jumping to Conclusions
"I saw a hotel room for $200 first, so now anything under $150 feels like a steal, even if it’s not in a great location.",Anchoring Bias
"I don’t feel like my partner loves me anymore, so the relationship must be over.",Emotional Reasoning
"I have a headache; it’s probably a brain tumor, not just dehydration.",Catastrophizing
"My cousin’s car got stolen from their driveway, so I’m parking mine in the garage—even if it’s a hassle to get in and out.",Availability Heuristic
I’ll start saving for a house next year; I deserve to travel now.,Optimism Bias
I either have a perfect morning routine or I’m just wasting my life.,Black-or-White Thinking
"My cousin’s business went under because of a lawsuit, so I’m shutting mine down—no way I’m dealing with that stress.",Availability Heuristic
"I knew that friendship was toxic. All the signs were there, but I ignored them until it was too late.",Confirmation Bias
I got the high score because I’m a gaming prodigy. I lost the next match because the lag was unbearable.,Self-Serving Bias
I have this sinking feeling that my investments are going to crash soon.,Emotional Reasoning
"My first friend group was toxic, so now I assume every new group will be the same, even if they seem kind.",Anchoring Bias
I either have a perfect diet or I’m just weak-willed and lazy.,Black-or-White Thinking
I didn’t get a thank-you note for that gift. They must not have liked it.,Jumping to Conclusions
"I’ve been at this company for a decade, so I can’t just quit, even if I’m burnt out.",Sunk Cost Fallacy
"I was happy with my old phone, but after seeing all the ads and my friends upgrading, I caved and got the latest model.",Bandwagon Effect
I got sick right before my vacation. It’s my fault for not taking better care of myself.,Personalization
"My sibling is moving away. I must not have been supportive enough, so they’re leaving.",Personalization
"I didn’t get a response to my message, so they must be ignoring me on purpose.",Overgeneralization
"My kid didn’t want to hug me, so I must be a bad parent.",Overgeneralization
I shouldn’t need to ask for help. Other people manage their problems on their own.,Should Statements
I should’ve known they’d cancel on me. People always let me down.,Should Statements
"My friend’s parent died from a stroke, so I’m convinced every headache I get is a sign of something serious.",Availability Heuristic
"My kid didn’t make the team, so they’ll never be good at sports.",Overgeneralization
"My kid threw a tantrum in the store, so I must be the worst parent ever.",Overgeneralization
My team won because I carried them. We lost the next game because the other team cheated.,Self-Serving Bias
"My boss says I’m not leadership material, but I’ve been running this team unofficially for years. They just don’t want to admit it.",Confirmation Bias
"I should be able to cook, clean, and work full-time without feeling exhausted.",Should Statements
My friend didn’t laugh at my joke. They must think I’m not funny.,Personalization
"I got one bad review on my Etsy shop, so my business is probably going to fail.",Overgeneralization
I have a bruise. It’s definitely leukemia.,Jumping to Conclusions
"I forgot to water the plants—now they’re dead, and I’m a terrible plant parent.",Labeling
"My friend’s kid got a concussion playing soccer, so I’m pulling my kid out of every sport—no way I’m risking that.",Availability Heuristic
I should’ve known this project would be a disaster. I never do anything right.,Should Statements
"I don’t care what the weather app says, I can feel rain coming. My knee always aches before a storm.",Confirmation Bias
My coworker got the corner office. It’s because I didn’t schmooze with management enough.,Personalization
I’m always the life of the party because I’m fun. No one talks to me at events because they’re all boring.,Self-Serving Bias
I’ll quit smoking after this pack—I’ve got it under control.,Optimism Bias
I made a typo in that email—now my coworkers think I’m careless.,Labeling
My sibling is mad at me. I must have said something insensitive during our last conversation.,Personalization
"My friend says I’m too hard on my kids, but if I don’t set strict rules, they’ll grow up entitled.",Confirmation Bias
"My partner forgot our anniversary, so they must not care about me.",Overgeneralization
I can’t shake the feeling that my friends are just pretending to like me when we hang out.,Emotional Reasoning
I’ll start budgeting next month; right now I just need to treat myself.,Optimism Bias
"I don’t even like sushi, but all my friends rave about this one place, so I ordered a roll just to fit in.",Bandwagon Effect
I’m always the life of the party because I’m hilarious. No one laughs at my jokes when I’m nervous because the crowd is full of snobs.,Self-Serving Bias
I don’t need to set an alarm; I always wake up on time.,Optimism Bias
"I had one nightmare, and now I’ll never sleep well again.",Overgeneralization
"I feel like I’m always the odd one out, so I must not belong here.",Emotional Reasoning
"The first gym I joined had a $200 initiation fee, so when I saw one with just a $50 sign-up cost, I assumed it must be a scam or way worse.",Anchoring Bias
"My partner keeps saying I’m overreacting, but I know when I’m being gaslit. They do this all the time.",Confirmation Bias
"My coworker got promoted before me, so the company obviously doesn’t value my work.",Overgeneralization
I shouldn’t have to apologize. They’re the ones who overreacted.,Should Statements
"I feel so guilty about spending money, so I must be terrible with finances.",Emotional Reasoning
"My first relationship was long-distance, so now I assume every new relationship will be the same, even if it’s local.",Anchoring Bias
"My coworker’s laptop got stolen at a coffee shop, so I’m never working from one again—even if it’s my favorite spot.",Availability Heuristic
"If I don’t lose five pounds this week, I’ll never be attractive and will die alone.",Catastrophizing
"If I don’t get this right on the first try, I’ll never be good at it.",Black-or-White Thinking
"My first roommate was messy, so now I assume anyone I live with will be the same, even if they seem neat.",Anchoring Bias
"If I don’t get this promotion, my career is over—I’ll be stuck in this dead-end job forever.",Catastrophizing
"If I don’t get this promotion, I’ll have failed at my career. I should be further ahead by now.",Should Statements
My cooking got rave reviews because I’m a culinary genius. The dish flopped last night because the oven temperature is inconsistent.,Self-Serving Bias
"I wasn’t going to get a new phone case, but after seeing how many people have the same one, I ordered it just to match.",Bandwagon Effect
I’ll just have one drink at the party; I won’t get too out of control.,Optimism Bias
"I don’t think the book is that good, but since it’s on every bestseller list and my friends won’t stop talking about it, I’m pretending to like it.",Bandwagon Effect
My sibling is quieter than usual. I must have said something to upset them.,Personalization
"I’ve already invested so much in this friendship, I can’t just let it fade away.",Sunk Cost Fallacy
"I heard about a man who got hit by a bus while looking at his phone, so I’m never walking and texting again—even if it’s just a quick message.",Availability Heuristic
"I knew that diet was a fad. All the people who lost weight will gain it back, just like last time.",Confirmation Bias
"I didn’t get the scholarship. It’s because my essay wasn’t good enough, even though hundreds applied.",Personalization
I tried yoga once and couldn’t do a single pose. I’m just not flexible.,Overgeneralization
I’m in great shape because I work out religiously. I pulled my back because the gym equipment is defective.,Self-Serving Bias
"My team lost one match, so we’re the worst in the league.",Overgeneralization
"I read that article about how coffee is bad for you, but my grandpa drank it every day and lived to 95. Must be genetic.",Confirmation Bias
"I’ve already spent so much time on this relationship, I can’t just end it, even if it’s not healthy.",Sunk Cost Fallacy
"My partner says I’m too defensive, but if I don’t stand up for myself, no one else will.",Confirmation Bias
"I saw a post about someone getting food poisoning from a restaurant, so I’m only eating at home—even if it’s boring.",Availability Heuristic
The car seems fine; I don’t need to get it inspected yet.,Optimism Bias
"I’ve already spent so much on this course, I have to finish it, even if it’s not helpful.",Sunk Cost Fallacy
"I wasn’t going to dye my hair, but after seeing how many people at school have pastel colors, I’m considering it just to blend in.",Bandwagon Effect
"I know this gym membership isn’t doing anything for me, but I’ve already paid for the whole year, so I might as well keep going.",Sunk Cost Fallacy
"I feel like my boss is just waiting for a reason to fire me, so I’m always on edge.",Emotional Reasoning
"My first friend was judgmental, so now I assume every new friend will be the same, even if they seem open-minded.",Anchoring Bias
I didn’t save enough money this month; I’ll be broke forever and end up on the streets.,Catastrophizing
"My friend says I’m too negative, but I just call it like I see it. The world’s a mess, and ignoring it won’t fix anything.",Confirmation Bias
I got the job because I’m the most qualified. They fired me because my boss is incompetent.,Self-Serving Bias
My partner is working late again. They’re definitely having an affair.,Jumping to Conclusions
"I read about a woman who got sick from a public restroom, so I’m carrying hand sanitizer everywhere and avoiding them entirely.",Availability Heuristic
I tripped in front of everyone at the party—now they all think I’m clumsy.,Labeling
She didn’t sit next to me at lunch—she must hate me and never wants to talk again.,Catastrophizing
I don’t trust that new supplement everyone’s taking. All the ‘miracle’ products turn out to be scams eventually.,Confirmation Bias
"I heard about a kid who choked on a grape, so I’m cutting everything into tiny pieces—no exceptions.",Availability Heuristic
"She didn’t invite me to her gathering, so I must be boring to be around.",Labeling
My kid didn’t hug me back. They must be mad at me.,Jumping to Conclusions
"I read about a family who lost everything in a flood, so I’m selling my house and moving to higher ground—even if it’s more expensive.",Availability Heuristic
I’ll start drinking more water tomorrow; today I’m too busy.,Optimism Bias
"I don’t like the new trend of wearing oversized clothes, but since I’ve seen it everywhere, I bought a few pieces to see if it suits me.",Bandwagon Effect
My friend didn’t laugh at my joke; they must think I’m not funny at all.,Catastrophizing
I don’t need to research the company; I’ll learn everything in the interview.,Optimism Bias
My friend is posting less on social media. They must be upset with me about something.,Personalization
"I’ve already spent so much on this concert ticket, I have to go, even if I don’t feel like it.",Sunk Cost Fallacy
"I saw a post about someone getting fired for a social media post, so I’m deleting everything I’ve ever posted online.",Availability Heuristic
"I saw a post about someone getting scammed on a dating app, so I’m deleting all mine—love isn’t worth the risk.",Availability Heuristic
"The first time I tried a new diet, I failed, so now I assume I’ll fail at every diet, even if I’m more prepared this time.",Anchoring Bias
"My neighbor’s dog got hit by a car, so I’m keeping mine on a leash at all times—even in the backyard.",Availability Heuristic
"I didn’t get a reply to my job application, so I must not be qualified for anything.",Overgeneralization
"I wasn’t going to get a smart home device, but after my brother and two friends set theirs up, I ordered one just to keep up.",Bandwagon Effect
I tried baking cookies and they burned. I’m hopeless in the kitchen.,Overgeneralization
"I don’t think the new policy makes sense, but since the whole team seems to support it, I’m not gonna be the one to speak up.",Bandwagon Effect
"I don’t think the new diet is healthy, but since my whole family is trying it, I’m giving it a shot to avoid being the odd one out.",Bandwagon Effect
I got the loan because I’m financially responsible. The bank denied me the next time because they’re discriminatory.,Self-Serving Bias
"If I don’t get this project approved, my whole team will think I’m useless.",Black-or-White Thinking
He didn’t RSVP to my event—he’s obviously avoiding me and doesn’t care about our friendship.,Catastrophizing
"I don’t really need a standing desk, but since half the office has one, I submitted a request to HR just to keep up.",Bandwagon Effect
I either have a perfect relationship with my siblings or we’re all just dysfunctional.,Black-or-White Thinking
My friend canceled our coffee plans last minute. She’s probably avoiding me because I forgot her birthday.,Jumping to Conclusions
"I made one bad investment, and now I’ll never be good with money.",Labeling
"I saw a phone for $1,000 first, so now anything under $800 feels like a bargain, even if it’s not the best model.",Anchoring Bias
"He didn’t say goodbye when he left, so he must be mad at me.",Black-or-White Thinking
I knew that trend was going to flop. All the hype in the world won’t change the fact that it’s a bad idea.,Confirmation Bias
"I didn’t get a response to my text, so they must be mad at me.",Overgeneralization
"I lost my temper once, and now my kids will never respect me.",Labeling
"I know one person who got divorced after trying couples therapy, so I’m not even bothering with it. What’s the point?",Availability Heuristic
He didn’t compliment my outfit; he must think I look terrible.,Catastrophizing
I don’t need to ask for directions; I’ve got a good sense of direction.,Optimism Bias
"My coworker’s 401(k) tanked last year, so I’m pulling all my money out of the market and sticking it under my mattress.",Availability Heuristic
"I’ve met three people from that city this year, and they’ve all been rude. Must be something in the water there.",Confirmation Bias
She’ll forgive me for forgetting our anniversary; she knows I’ve been busy.,Optimism Bias
"My partner says I’m too stubborn, but I’ve been right about this from the beginning. They’ll see.",Confirmation Bias
I didn’t get a birthday wish from my cousin. They don’t care about me anymore.,Jumping to Conclusions
"I have this overwhelming sense that I’m going to lose my job, even though nothing’s changed.",Emotional Reasoning
"My apartment is such a mess—I should be able to keep it clean, but I just don’t have the energy.",Should Statements
I got the grant because my research is groundbreaking. They rejected my next proposal because the review panel is biased.,Self-Serving Bias
"I saw a pair of shoes for $150 first, so now anything over $100 feels like a splurge, even if they’re high-quality.",Anchoring Bias
"I wasn’t planning to get into meditation, but after my therapist and three friends recommended it, I downloaded an app to give it a shot.",Bandwagon Effect
I’m always the one who remembers birthdays because I’m thoughtful. I forgot hers because my phone glitched and deleted the reminder.,Self-Serving Bias
"I don’t think the new restaurant is that great, but since my friends keep posting about it, I made a reservation to see for myself.",Bandwagon Effect
"I feel like I’m not smart enough for this job, so I’ll never get ahead.",Emotional Reasoning
"I don’t really need a smartwatch, but since everyone in my running group has one, I feel like I’m falling behind without it.",Bandwagon Effect
"I don’t feel like my partner respects me, so the relationship is toxic.",Emotional Reasoning
"She didn’t share my post, so she doesn’t support me.",Labeling
"I had one bad experience with online dating, so it’s all a scam.",Overgeneralization
My art sold out because it’s amazing. The next show didn’t do well because the gallery didn’t promote it.,Self-Serving Bias
My plants keep dying. I’m clearly a failure at even the simplest things.,Personalization
"The first time I cooked a steak, I overcooked it, so now I always order it well-done, even though I know medium-rare is better.",Anchoring Bias
"I don’t even wear half the clothes in my closet, but I’ve had them for years, so I can’t get rid of them.",Sunk Cost Fallacy
I tried drawing once and it looked awful. I’m just not creative at all.,Overgeneralization
"My team didn’t hit our quarterly goal, so we’re all going to get fired.",Overgeneralization
"I wasn’t going to get a new bag, but after seeing how many people at school have the same one, I convinced myself I needed it.",Bandwagon Effect
The presentation didn’t go well. Everyone must think I’m unprepared or lazy.,Personalization
I made a killing in the stock market because I’m a financial genius. The crash wiped me out because the system is rigged.,Self-Serving Bias
I can’t believe I’m still living paycheck to paycheck. I should’ve been smarter with money.,Should Statements
My friend didn’t tag me in that memory post. They’re trying to erase me from their life.,Jumping to Conclusions
I shouldn’t feel this anxious about a small presentation. I should just be confident.,Should Statements
I tripped in the hallway—everyone saw it and now they all think I’m a total klutz.,Catastrophizing
"I missed the gym for a week, and now I’ll never get back in shape. What’s the point?",Overgeneralization
This pain in my chest is just heartburn; it’s not a heart attack.,Optimism Bias
"I didn’t think the movie was that great, but after hearing everyone at the party talk about how amazing it was, I started second-guessing my opinion.",Bandwagon Effect
"I didn’t get a text back from my crush, so I’m obviously not attractive to anyone.",Overgeneralization
"My coworker got food poisoning from sushi, so I’m never eating raw fish again—even if it’s my favorite.",Availability Heuristic
He didn’t say good morning—he’s clearly mad at me for something I don’t even know about.,Catastrophizing
"I wasn’t planning to get a tattoo, but now that three of my closest friends have one, I’m starting to think it’s time I got on board.",Bandwagon Effect
"I feel like I’m always messing things up, so I should stop trying.",Emotional Reasoning
"I don’t feel like my health is improving, so the treatment isn’t working.",Emotional Reasoning
"He didn’t thank me for the gift, so he’s ungrateful.",Labeling
"I went on one date with him, and he didn’t text back. All guys are so flaky these days.",Overgeneralization
"My kid failed one math test, and now I’m sure they’ll drop out of school and end up homeless.",Catastrophizing
I was five minutes late to the meeting; my boss thinks I’m irresponsible and will demote me.,Catastrophizing
I didn’t get a response to my email. They must think my idea is stupid.,Jumping to Conclusions
"I feel so anxious about this presentation, so I’m sure I’m going to mess it up.",Emotional Reasoning
I left the lights on all night—now I’m wasteful and irresponsible.,Labeling
I didn’t get invited to the group chat. They must think I’m weird or annoying.,Personalization
"I forgot my friend’s birthday, so I’m a terrible friend and don’t deserve them.",Overgeneralization
"I was gonna keep my old hairstyle, but after seeing how many people at work have the same new cut, I booked a salon appointment.",Bandwagon Effect
"She didn’t laugh at my story, so she must think I’m boring.",Labeling
I’m in perfect health because I take care of myself. I got sick because my coworker didn’t cover their mouth when they coughed.,Self-Serving Bias
My skin is clear because I’ve got a perfect skincare routine. The breakout happened because the water in this city is terrible.,Self-Serving Bias
My neighbor’s dog barks at me. It must be because I’m not friendly enough.,Personalization
"If I don’t get this raise, I’ll never be able to afford a house and will rent forever.",Catastrophizing
"I was happy with my old workout clothes, but after seeing how many people at the gym wear this new brand, I bought a set to fit in.",Bandwagon Effect
My friend is ignoring my calls. I must have done something to annoy them.,Personalization
My band got signed because our music is next-level. We got dropped because the label only cares about profits.,Self-Serving Bias
I didn’t get the client. It’s because I didn’t pitch my ideas well enough.,Personalization
"I don’t like the new trend of wearing socks with sandals, but since I’ve seen it everywhere lately, I might try it to see if it grows on me.",Bandwagon Effect
He’ll text me back soon—he’s probably just in a meeting.,Optimism Bias
I got the internship because I’m the most driven applicant. They didn’t hire me full-time because the company is cheap.,Self-Serving Bias
